accord,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
Amaj,0.0062821307,0.9002014,0.05113162,0.005155068,0.75858223,0.0048058564,0.51189226,0.029696086,0.024821263,0.9255871,0.0092451535,0.044164725
F#min,0.0071443776,0.82295054,0.11302466,0.027963847,0.23839661,0.008355679,0.9221363,0.011959423,0.019974725,0.84853655,0.033992574,0.14395666
Amaj,0.029867388,0.7624207,0.07195736,0.008576255,0.8002164,0.02094755,0.08661166,0.07769519,0.02788783,0.8983164,0.008768433,0.065274745
Dmaj,0.022518419,0.015769409,0.96453285,0.0018278861,0.033196356,0.010480286,0.8821271,0.03527325,0.003895334,0.8983616,0.0021582842,0.1271314
Amaj,0.019303955,0.3738861,0.6958068,0.005195573,0.35577464,0.008461822,0.6556699,0.06546369,0.013617691,0.9196168,0.0053263213,0.09270644
Bmin,0.0073178518,0.02946634,0.8082492,0.021388121,0.2656492,0.00882112,0.6861527,0.072192796,0.15227237,0.21715955,0.003948995,0.8930521
Amaj,0.02031047,0.8546077,0.04674567,0.005477769,0.8933536,0.010423866,0.0598339,0.068851165,0.03058769,0.92577034,0.0059048594,0.048348412
Dmaj,0.023817798,0.016148329,0.96263015,0.0019211912,0.035153914,0.0110091185,0.8804033,0.035340313,0.0042840056,0.8934389,0.0020722933,0.14204177
Bmin,0.0116168475,0.028539922,0.74150634,0.06613639,0.10059354,0.013618715,0.7411212,0.044970695,0.09172761,0.21101204,0.008348953,0.8367332
Amaj,0.01998938,0.36304662,0.6940131,0.0050916816,0.3632354,0.0084652,0.6479712,0.067290515,0.013517942,0.9188344,0.00522196,0.09309217
Bmin,0.007153794,0.029200537,0.8064777,0.021805292,0.26373973,0.008917164,0.6895616,0.06480611,0.15003943,0.21549892,0.00396932,0.8927648
Amaj,0.020047417,0.855726,0.045846537,0.0053613847,0.89491725,0.010622695,0.057280257,0.06790227,0.031069078,0.92589283,0.0057860008,0.04832589
Fmaj,0.9392504,0.0013400922,0.08232538,0.033994216,0.03978105,0.9738849,0.0010137073,0.020118602,0.0041929292,0.94316834,0.013900349,0.005115567
Amin,0.9272818,0.025986064,0.041127097,0.0041375,0.93048376,0.051881548,0.007201662,0.30406228,0.0068681245,0.89018023,0.0062527377,0.02110312
F#min,0.009129322,0.86180747,0.09460194,0.015375012,0.24104711,0.0094883945,0.9166105,0.009450233,0.016819678,0.8834929,0.033182625,0.0570614
A#min,0.01568017,0.8222378,0.10400861,0.07995878,0.0064397273,0.8966509,0.05976286,0.030744163,0.24715912,0.014221583,0.94200814,0.004030467
Fmin,0.9185375,0.026461989,0.020832695,0.22875999,0.011220399,0.9540968,0.0016199622,0.0112641845,0.8899407,0.1277818,0.028855285,0.007027122
A#min,0.028888868,0.74077207,0.13672243,0.10538495,0.010151957,0.86376405,0.05413062,0.039859805,0.22451475,0.028228208,0.90375817,0.007324847
Fmin,0.9049118,0.07449526,0.0088302605,0.23829731,0.0027984313,0.97475755,0.0018318783,0.0038441152,0.9527545,0.028457992,0.032348495,0.0029289734
G#maj,0.9408028,0.014350214,0.00412764,0.95235056,0.003752489,0.028838458,0.09418143,0.13547428,0.9486789,0.0032723225,0.017375093,0.008391906
D#maj,0.01830646,0.060167663,0.035823304,0.9744687,0.0026621975,0.009632014,0.028586935,0.9118002,0.024053575,0.0035945694,0.9548193,0.005821632
G#maj,0.8739468,0.031978026,0.0034005186,0.9326947,0.00361315,0.036953904,0.14957495,0.012197371,0.97056526,0.0025874092,0.015110569,0.021614008
D#maj,0.016898151,0.08127792,0.023299553,0.97743356,0.0018486298,0.009671815,0.0481667,0.86769927,0.03672969,0.0037064448,0.9501051,0.0060830726
G#maj,0.9112006,0.021777524,0.0032341657,0.94424486,0.0030002205,0.031584084,0.12741719,0.016976656,0.9705106,0.0031461543,0.0129618645,0.014646102
F#maj,0.0017396735,0.97909427,0.0034085093,0.016097024,0.07530575,0.007802101,0.9876598,0.0012722986,0.00820307,0.08141097,0.87048036,0.012203486
D#maj,0.023011997,0.054676473,0.0373348,0.9718013,0.0028487095,0.011278587,0.012561203,0.9408035,0.016785102,0.0044073532,0.9522347,0.0053893663
G#min,0.23881362,0.21382894,0.0051397053,0.9043489,0.010806453,0.05243252,0.3381511,0.014975282,0.9291534,0.0036562919,0.082935974,0.40982985
Bmaj,0.0007588347,0.006825348,0.01959863,0.9375524,0.014837178,0.00094530627,0.9756626,0.0018617073,0.012509063,0.073424295,0.0073119923,0.98857224
G#min,0.16221562,0.20001018,0.0036776878,0.90713704,0.019906025,0.04119313,0.42571667,0.008427653,0.94653237,0.0033642072,0.05251489,0.5811899
D#min,0.0029930156,0.46377787,0.002686945,0.97858584,0.0017825543,0.002557863,0.95588124,0.020805152,0.03919449,0.0043981615,0.92100203,0.11675013
C#min,0.013231456,0.9607099,0.005333878,0.018992297,0.8760405,0.031462293,0.103365175,0.014215657,0.80506796,0.03644884,0.13995068,0.12188718
Emaj,0.00072892,0.0400911,0.033468675,0.0052882982,0.9921633,0.00042706425,0.0046898876,0.0038311402,0.968202,0.010384036,0.00038483998,0.97305715
G#min,0.14539382,0.04060996,0.006108326,0.89599526,0.039984867,0.015337508,0.3008043,0.007918095,0.95739025,0.004436674,0.009900534,0.78477603
D#maj,0.021886434,0.052576102,0.037272014,0.97205883,0.0027292431,0.011346107,0.012392182,0.9400739,0.016011368,0.004410509,0.9536046,0.0052566496
Cmin,0.9857332,0.0006501222,0.0054969015,0.90368503,0.0610548,0.016447946,0.0014472834,0.96915185,0.010366129,0.005639891,0.091071256,0.003990213
A#min,0.015393562,0.83448994,0.09143536,0.08075876,0.0066985674,0.88943714,0.070781454,0.038961876,0.23951952,0.013607193,0.9429293,0.0040277494
Cmin,0.9855085,0.00067452644,0.0056166495,0.90404207,0.059280388,0.017089857,0.0014666503,0.96829736,0.010599929,0.0058692293,0.08943679,0.0039835433
Fmin,0.9117379,0.030326948,0.020833168,0.22605947,0.011063756,0.9529751,0.0017764658,0.010988987,0.8951031,0.11610183,0.029094912,0.0074609164
A#min,0.029159093,0.73916835,0.136015,0.107896484,0.010125066,0.86348426,0.054274723,0.03890339,0.22734709,0.028201722,0.90316856,0.0073166545
Fmin,0.91039336,0.06829747,0.00859422,0.23472175,0.0028252252,0.974788,0.001774538,0.0037996937,0.9545308,0.02817365,0.03003687,0.0029593487
G#maj,0.9356457,0.01264457,0.010312633,0.9265572,0.009744266,0.046400286,0.04217988,0.38262585,0.8791057,0.007307118,0.038425483,0.01043099
D#maj,0.027016634,0.054656856,0.036917064,0.9703408,0.0031247446,0.012593354,0.012628678,0.9385129,0.017707635,0.0047504064,0.94985604,0.005324521
Cmin,0.985585,0.00065496104,0.005666492,0.90082103,0.062449947,0.016891927,0.0014693551,0.96879315,0.01051449,0.0058238255,0.09053139,0.0040980973
A#min,0.01612879,0.8188536,0.10425278,0.07703485,0.0065644057,0.8995646,0.060249113,0.030632358,0.24208315,0.014603352,0.9420057,0.0039874446
Fmin,0.9171411,0.027319388,0.020808427,0.22935364,0.0109795155,0.9538839,0.0016512941,0.011155497,0.89279294,0.12241065,0.028788751,0.007081616
A#min,0.028980343,0.7255218,0.14601642,0.108102545,0.010202451,0.8609712,0.05555707,0.03769826,0.22329253,0.028859306,0.902786,0.0075034373
Fmin,0.8993793,0.09343223,0.00780714,0.22670303,0.002690104,0.9751978,0.0021459893,0.003537417,0.95651364,0.026877392,0.03139429,0.0028958924
A#min,0.016831348,0.8175202,0.1044745,0.07826499,0.0068130633,0.89356554,0.062300894,0.03850307,0.23734194,0.015174391,0.94119394,0.0040449793
G#maj,0.9341285,0.0127781965,0.010272547,0.92508274,0.009355017,0.04780489,0.041779578,0.36120316,0.888147,0.007035668,0.036936287,0.010561905
D#maj,0.02916745,0.050482623,0.03793219,0.9705053,0.00312202,0.013048755,0.011940267,0.9386056,0.01826489,0.004785704,0.94915104,0.0052970774
Cmin,0.98578984,0.0006536113,0.005471562,0.9040568,0.05887412,0.016682103,0.0013907728,0.96885,0.010575401,0.0056556133,0.09173799,0.0038074325
A#min,0.016235955,0.82177836,0.10005702,0.08378463,0.0068043806,0.887313,0.06506218,0.040991537,0.24599193,0.014190531,0.9404786,0.004144308
Fmin,0.91072685,0.030544052,0.021914614,0.23128721,0.011444693,0.9511225,0.0018976451,0.011541784,0.89137536,0.1195366,0.030384107,0.0076818406
A#min,0.028654592,0.72626567,0.15203421,0.103601545,0.010485171,0.8592499,0.0557778,0.03965494,0.21679024,0.028943835,0.9038295,0.007524617
Fmin,0.90119195,0.089128755,0.007470688,0.2297994,0.0026301227,0.9755834,0.0019199961,0.003352974,0.95774573,0.02710442,0.028290652,0.0029094936
G#maj,0.93559676,0.012447443,0.010351975,0.92555857,0.00969733,0.04702966,0.03981143,0.3707705,0.8839422,0.0070552034,0.037659716,0.010183191
F#maj,0.0017451239,0.97903997,0.0034241476,0.015920127,0.0751379,0.007815814,0.9877093,0.0012666932,0.008175533,0.08228488,0.8696467,0.012240853
G#min,0.23782507,0.21551508,0.005109762,0.90491414,0.01068981,0.05263909,0.3395212,0.014842339,0.9292056,0.0035981052,0.084110476,0.41071647
Fmin,0.91575664,0.028007131,0.020908212,0.22619808,0.011598389,0.9529763,0.0016974618,0.011342184,0.8912256,0.12521252,0.028663471,0.0073872213
Bmaj,0.00076947064,0.006904563,0.019590782,0.9370833,0.015122986,0.00095390703,0.9753058,0.0019026606,0.0127728265,0.07329645,0.0073118405,0.9884711
G#min,0.16265818,0.19915912,0.0036739698,0.9069733,0.02001886,0.041068036,0.42658627,0.00842194,0.94663566,0.0033786357,0.051840268,0.5818533
D#min,0.0029758383,0.46354818,0.0026167897,0.9787161,0.0017670388,0.0025428755,0.956197,0.020630619,0.03892239,0.004379362,0.92113566,0.116972886
C#min,0.013300469,0.9606277,0.00537478,0.019037448,0.8754233,0.031710915,0.10372904,0.014108684,0.80431545,0.03724157,0.14037405,0.1211439
Emaj,0.00074145576,0.040665053,0.0337635,0.0053860713,0.9920183,0.00044352308,0.0047384016,0.0038448232,0.9679813,0.010606301,0.00039255046,0.9728239
G#min,0.10735502,0.027924709,0.0051826327,0.9004151,0.042224903,0.011688542,0.3062407,0.0053671584,0.9674053,0.0024432307,0.006963175,0.8498799
A#min,0.02951464,0.72843987,0.14681369,0.11496283,0.010590515,0.8481378,0.05702457,0.04818699,0.21773982,0.028411344,0.90412295,0.007650862
Fmin,0.9076318,0.07533116,0.008158391,0.2393956,0.0026303853,0.97528815,0.0018465191,0.0035934714,0.95570844,0.027342059,0.031186951,0.0027996101
G#maj,0.93639606,0.0127085345,0.009724446,0.9278187,0.009262811,0.045976322,0.042202912,0.37419766,0.885734,0.0068292525,0.03724903,0.010123705
D#maj,0.025714647,0.053739253,0.037253544,0.9701586,0.0030613397,0.012578584,0.012784446,0.93640035,0.01876792,0.0048138984,0.9490845,0.0055072047
Cmin,0.98532826,0.0006695189,0.0056021437,0.9028688,0.060292233,0.016776748,0.001464371,0.96855867,0.01080964,0.0057602325,0.091239706,0.004055647
Amaj,0.0033642317,0.9634605,0.008470353,0.00072334113,0.97689766,0.001416152,0.00946561,0.02904276,0.0074403156,0.9834163,0.00070972263,0.010223287
C#min,0.0010949809,0.98951,0.0007890372,0.0011382877,0.9763506,0.006557524,0.005127617,0.0015132733,0.9632946,0.036352936,0.0013377394,0.14337161
Bmaj,0.0002713676,0.0021811856,0.0038325994,0.9815466,0.0037910785,0.00036873895,0.9942177,0.0004126709,0.0022561145,0.061843544,0.0021982118,0.99610865
G#min,0.11989404,0.014451114,0.0015506895,0.9511025,0.012196857,0.006222644,0.27290514,0.0024796594,0.98349464,0.0008548057,0.0033841233,0.8854145
Emaj,0.0007982684,0.00794013,0.0785038,0.006228304,0.98818326,0.00046909542,0.006378724,0.0036685923,0.96681136,0.006141265,0.0004707289,0.98084193
F#min,0.001834428,0.9553373,0.022861328,0.0052097267,0.21834292,0.003117092,0.9747382,0.0013828437,0.005201939,0.9335743,0.027215969,0.021949995
Emaj,0.00047672327,0.005214305,0.04518627,0.0036605494,0.99311525,0.0002801969,0.0038363428,0.0020189595,0.98023987,0.0036710799,0.00028205707,0.98823303
Bmaj,0.00016730205,0.002833498,0.009735108,0.9613642,0.008361789,0.00024583726,0.9920269,0.0005671148,0.0030615474,0.069464795,0.0025913743,0.99613714
Amaj,0.002686887,0.9669077,0.008717606,0.0004966724,0.9826749,0.0008513747,0.008200939,0.016649958,0.0069866534,0.9902796,0.00037617638,0.007636087
Emaj,0.00075893104,0.0068758097,0.08805341,0.0033222146,0.99207205,0.0002714116,0.004645295,0.019877221,0.9311966,0.009797969,0.00040056687,0.9784154
Bmaj,0.00021985699,0.0019167945,0.003607169,0.9822369,0.0033566204,0.00031379214,0.99483436,0.0003316649,0.001987522,0.061170906,0.002038836,0.9965985
Bmaj,0.00022958669,0.0019928901,0.0035779434,0.9822455,0.0034845837,0.0003292949,0.9948332,0.00033631694,0.0020550108,0.0581614,0.0020522396,0.9965724
F#min,0.0017605937,0.95456165,0.022069067,0.0056458693,0.21243414,0.0031402414,0.9760577,0.0013012412,0.0052083177,0.93026656,0.028271655,0.023984428
Bmaj,0.00047862876,0.0040409025,0.006441113,0.9690575,0.0065807304,0.0007055336,0.9895117,0.0007685797,0.0043304297,0.08595829,0.0040573115,0.99290186
Amaj,0.0015435435,0.98106617,0.0040555857,0.00029944786,0.9887296,0.00062368106,0.004996587,0.015604355,0.0041144337,0.9924579,0.0002818448,0.004747336
Bmaj,0.00025120281,0.002151732,0.0037623032,0.9818029,0.003789862,0.00035266893,0.99436843,0.0003915596,0.0021581457,0.0643797,0.0021333613,0.996241
Amaj,0.0029564588,0.96620864,0.0075460514,0.0006271249,0.97850156,0.0013366924,0.008844395,0.022832857,0.007812253,0.9848856,0.0006032196,0.009539787
F#min,0.0018869314,0.9517339,0.025293084,0.005130026,0.21791868,0.0030058587,0.97484875,0.0014428088,0.0049338,0.93653893,0.02587436,0.022441974
C#min,0.0011011322,0.9893957,0.00081319717,0.0012321427,0.9745166,0.006892439,0.0055498183,0.001515213,0.96358234,0.033420593,0.0014961665,0.14453776
Bmaj,0.0005177263,0.0039766068,0.0067312554,0.9690969,0.006622627,0.00070436316,0.98957515,0.0007770453,0.004045852,0.09825434,0.00375231,0.99268705
Amaj,0.0032808797,0.96412784,0.008164753,0.0007156428,0.97696054,0.0014072827,0.009380107,0.027451517,0.007477465,0.9837887,0.0006942132,0.009938067
F#min,0.0017512412,0.9547566,0.022042464,0.0056231734,0.21293043,0.003126619,0.9761273,0.0013045884,0.005185458,0.93041235,0.028408868,0.024057053
C#min,0.0010959422,0.98945147,0.0007951323,0.0011424077,0.9764778,0.006517377,0.005155496,0.0015254865,0.96317613,0.036563873,0.0013432612,0.14421384
Bmaj,0.00026790975,0.002189134,0.0038588764,0.9815214,0.0038186929,0.0003660225,0.99425614,0.0004098025,0.0022268097,0.06376795,0.002186653,0.99611384
G#min,0.120969586,0.014380597,0.0015613178,0.9509457,0.012279345,0.0062283077,0.27026546,0.0025049949,0.98341316,0.00085706066,0.0034038567,0.8845601
Emaj,0.0008006926,0.008000578,0.078599215,0.0062202523,0.9881262,0.00047163002,0.0064164815,0.003699304,0.96660495,0.0061927065,0.00047388452,0.9807199
F#min,0.0018353045,0.955434,0.022938374,0.005165833,0.2190711,0.0031000476,0.9747692,0.0013899762,0.0051728827,0.93390626,0.027189963,0.021944711
Emaj,0.00046870366,0.005126508,0.045457166,0.0035989925,0.99322504,0.00027558536,0.0037555231,0.0020433422,0.9801973,0.003654098,0.00027764525,0.988332
Bmaj,0.00016470627,0.0028152992,0.0096774185,0.96156514,0.008320924,0.00024181366,0.99207574,0.0005627642,0.0030465098,0.0694945,0.0025674682,0.99617505
Amaj,0.0026517864,0.967333,0.008635486,0.00048423134,0.9829844,0.00083403056,0.00812143,0.016378703,0.006933219,0.99044484,0.0003671108,0.0075546494
Emaj,0.0007912622,0.0069378866,0.08764012,0.0032988102,0.99200296,0.00027757452,0.004624516,0.021017421,0.9300512,0.00995543,0.00041800094,0.9779297
Bmaj,0.00014237258,0.0026299832,0.009531494,0.96274716,0.007872574,0.00021460404,0.9927563,0.00048574366,0.0026848589,0.070463546,0.0024217116,0.99650025
Bmaj,0.0004774314,0.0040035183,0.006406507,0.9690951,0.006583073,0.0007039131,0.9894608,0.00076769496,0.004364521,0.08585915,0.0040068175,0.9929523
Amaj,0.0026253024,0.967712,0.008347219,0.00046994747,0.9832987,0.0008242286,0.007896695,0.016382214,0.0069824597,0.99042916,0.0003641312,0.007449559
Emaj,0.00080739823,0.0070542987,0.08852596,0.0033814358,0.9917944,0.00028813456,0.004792289,0.021354677,0.92922264,0.01001841,0.00042599556,0.9778566
Amaj,0.0007234725,0.9801349,0.0073238285,0.0003086753,0.97923595,0.00036881887,0.062876046,0.00872214,0.009095847,0.99043506,0.00031872405,0.008143393
Bmaj,0.0007779473,0.008845648,0.012673305,0.9484989,0.011596837,0.0011619112,0.9838257,0.0021093024,0.005909215,0.07062613,0.022714736,0.9848662
C#min,0.00049007917,0.9898056,0.0006091255,0.0018367547,0.9682885,0.0094800815,0.01928304,0.0004842542,0.98060095,0.0106549505,0.00165532,0.36569917
Emaj,0.00034558625,0.005511163,0.030298995,0.0034653177,0.995167,0.00014124814,0.003075941,0.0035605035,0.9707984,0.0048414315,0.00019962105,0.98750925
Bmaj,0.0002672221,0.0022327153,0.0036601692,0.9814862,0.0037655088,0.00038344096,0.9942332,0.000383465,0.002423014,0.057853792,0.002207458,0.9961814
F#min,0.0017641408,0.95447797,0.022011237,0.0056806216,0.21212247,0.0031503811,0.97606117,0.0012999353,0.0052187624,0.9301814,0.028291803,0.02403364
Bmaj,0.00048572617,0.004028792,0.0063846773,0.96925896,0.006584094,0.00070196675,0.98944306,0.0007830544,0.004350366,0.085729554,0.0040254486,0.9928977
Amaj,0.0015621466,0.9810426,0.004065451,0.00030052682,0.9887508,0.0006230722,0.004974504,0.015674882,0.004070974,0.9924403,0.00028318915,0.004746833
Amaj,0.001532106,0.981247,0.0040062424,0.00029694685,0.98878646,0.00062397687,0.004972501,0.015320883,0.004123404,0.99248505,0.0002807003,0.0047179973
Bmaj,0.0002503698,0.0021418764,0.003751708,0.98182344,0.0037632966,0.00035184209,0.9943687,0.0003918465,0.0021627897,0.06340888,0.0021422363,0.996254
Amaj,0.0029398012,0.966399,0.007508571,0.0006198432,0.97867876,0.0013270951,0.008787845,0.022757474,0.007794409,0.9849636,0.0005975062,0.009497929
F#min,0.0018675603,0.9534832,0.024798613,0.005022205,0.21861038,0.003050449,0.9746077,0.0014419061,0.004991426,0.9367911,0.026080502,0.02183783
C#min,0.0011157251,0.9891146,0.0008282638,0.0012680477,0.9743704,0.006907471,0.0056127654,0.0015278307,0.96372265,0.03297442,0.0015082135,0.14564963
Bmaj,0.00051632186,0.0039489944,0.0066372273,0.96934646,0.0065677455,0.0007013315,0.98955864,0.00077593146,0.0040591992,0.09766805,0.0037335253,0.99273217
Amaj,0.0032887554,0.9641187,0.008169873,0.00071499613,0.9769436,0.0014095622,0.009369695,0.027655266,0.007458025,0.9837638,0.0006956446,0.009934546
C#min,0.001112073,0.98957145,0.00078815164,0.0011496593,0.9761271,0.006630893,0.005149277,0.0015163466,0.96335334,0.03652645,0.0013484127,0.14378262
Bmaj,0.00026737314,0.0021869072,0.003822848,0.98157674,0.003793655,0.0003659238,0.9942537,0.00040873603,0.0022350713,0.06261743,0.0022040098,0.99612296
G#min,0.11913289,0.014299185,0.0015586213,0.9510672,0.012251443,0.006202017,0.2711599,0.0024910518,0.98352003,0.0008491403,0.00336756,0.8859293
Emaj,0.0008099193,0.007971595,0.077485345,0.006352066,0.9880791,0.00047359552,0.0064312755,0.0036133481,0.96709526,0.0060981438,0.0004727967,0.9808263
Bmaj,0.0002407978,0.0021255934,0.0036889797,0.9820056,0.0037385647,0.00034125938,0.9944526,0.00038635288,0.0021370463,0.06270255,0.00213865,0.9963351
F#min,0.0018091375,0.9565842,0.022820571,0.0050035724,0.21868582,0.003094232,0.9750655,0.0013744907,0.005102486,0.93426526,0.027297126,0.021353679
Emaj,0.0006213127,0.006609929,0.055996705,0.0046684407,0.9910349,0.00036571315,0.0049477327,0.0026982862,0.9748327,0.004741822,0.00036866692,0.9849212
Amaj,0.0029622612,0.9661687,0.007552798,0.0006275714,0.978569,0.001329556,0.008825238,0.02297309,0.007815621,0.98486125,0.00060390256,0.0095522
F#min,0.0018530464,0.95303977,0.024717292,0.005072956,0.21971245,0.0029926777,0.97489256,0.001425416,0.004939273,0.9371624,0.026004981,0.022210766
C#min,0.001100806,0.9894092,0.0008116153,0.0012298358,0.97451186,0.006894451,0.005566432,0.0015155933,0.9634872,0.03349823,0.001496802,0.14461006
Bmaj,0.00050427386,0.0040209275,0.00670884,0.96924365,0.0067367493,0.00069256005,0.98968685,0.00076578767,0.003979023,0.1009491,0.00373106,0.99272007
D#min,0.1238809,0.34303403,0.004295776,0.98025846,0.0010912026,0.009483335,0.8698049,0.08850983,0.07339413,0.0044988813,0.9061497,0.0074163103
G#maj,0.9425939,0.026822705,0.0017422023,0.9588384,0.00087333424,0.037767094,0.12318689,0.007936345,0.9865971,0.0011791871,0.008207303,0.0053200633
Fmin,0.8458366,0.23375131,0.013704515,0.29866937,0.014806512,0.70137507,0.36258528,0.004426697,0.7943615,0.2220344,0.037694152,0.018660648
G#maj,0.9183227,0.08894366,0.0011466596,0.9555698,0.0011046574,0.036565226,0.13524728,0.0055561247,0.98820853,0.0011246892,0.009029959,0.006914411
C#maj,0.036595866,0.98268765,0.0014969469,0.010527748,0.0074444655,0.96085185,0.010225418,0.0013685826,0.98202765,0.0032625583,0.011204493,0.02562927
A#min,0.034446362,0.31298485,0.28924268,0.39922142,0.0018440018,0.87260985,0.07980254,0.03654429,0.20519723,0.011043808,0.96533746,0.0021547247
C#maj,0.045284074,0.9816444,0.0015601445,0.010392175,0.0062586307,0.96562135,0.006640197,0.0014239593,0.9841406,0.002968903,0.010182069,0.023289619
A#min,0.009015894,0.4232924,0.5268096,0.039668128,0.0022816868,0.9693704,0.012567917,0.0060598897,0.14574625,0.013392341,0.9769369,0.0012124354
F#maj,0.0030873555,0.98957545,0.00096242974,0.01216483,0.048742186,0.017449733,0.9930259,0.00044359264,0.007758929,0.009097523,0.95618063,0.0052739047
C#maj,0.0100945365,0.991558,0.0007195081,0.006721509,0.01283808,0.9425676,0.024439435,0.000611806,0.98197806,0.0019773666,0.011136028,0.03366523
G#maj,0.9443788,0.022449432,0.0013335746,0.97121763,0.00077219016,0.018571848,0.15359537,0.0069123805,0.987317,0.0010193466,0.0075854794,0.0074486774
Fmin,0.8554205,0.32569373,0.0062681595,0.16328293,0.004818633,0.9639148,0.011237585,0.0031725352,0.9591965,0.037707854,0.01782453,0.0062891715
A#min,0.005926201,0.8504062,0.13804163,0.059610147,0.002964557,0.94317085,0.065584406,0.0055832146,0.23853655,0.008064798,0.97369546,0.0015790429
G#maj,0.9442329,0.022817954,0.0013479437,0.97071695,0.0008025359,0.019490512,0.14902928,0.007525708,0.98718774,0.0010438426,0.0077186716,0.007520218
Fmin,0.949388,0.016128473,0.010888603,0.370494,0.003348686,0.96462286,0.003183529,0.0056114886,0.92661464,0.060229544,0.05515984,0.0026659921
D#min,0.010229272,0.5274113,0.0031081433,0.97703195,0.0015801521,0.00806174,0.8074221,0.104683064,0.10468916,0.0028413178,0.9511482,0.010865622
C#maj,0.13377874,0.9664125,0.0017927563,0.025993524,0.01045336,0.9355037,0.025998823,0.0021841964,0.979341,0.0035187637,0.015899263,0.028829264
D#min,0.016791407,0.3936272,0.0036278772,0.9844855,0.00081215793,0.004768607,0.8954177,0.07878331,0.039664943,0.003265281,0.95439845,0.009003914
Fmin,0.94750345,0.017320089,0.011229685,0.36650923,0.003415675,0.96410024,0.0035116156,0.005675488,0.9257481,0.058595687,0.056574974,0.0027435818
A#min,0.013016744,0.3320849,0.5619253,0.08791784,0.0019920522,0.9649838,0.025213249,0.006713494,0.11851037,0.014839985,0.9758816,0.0012474157
D#min,0.0054831845,0.37380913,0.004361851,0.98122144,0.0010856017,0.003942311,0.9337966,0.0569155,0.019184675,0.004154094,0.96040154,0.015272332
Fmin,0.94884056,0.01639602,0.010952365,0.36842477,0.0033777312,0.96473426,0.0030908687,0.005631068,0.9272001,0.058463544,0.054835826,0.0027044655
A#min,0.012849656,0.45326927,0.38406298,0.037040085,0.0023156798,0.97075534,0.009384212,0.005959979,0.12453916,0.019064892,0.9695691,0.0012383393
D#min,0.12224119,0.34684658,0.004272001,0.9802917,0.0010812806,0.009402063,0.87005556,0.087808065,0.07344162,0.004443178,0.9068764,0.007349927
G#maj,0.9459167,0.02244356,0.0016201459,0.9615155,0.0008360126,0.033647608,0.121115215,0.007854407,0.9869674,0.0011213374,0.0077253133,0.00503265
Fmin,0.84298223,0.24105617,0.014012243,0.29214093,0.015301271,0.7020243,0.3626442,0.004410736,0.79009664,0.22946025,0.037272133,0.018808078
G#maj,0.9227884,0.083551794,0.0011296804,0.9567915,0.001072319,0.0348301,0.13815834,0.005461983,0.9885499,0.0010868834,0.008435619,0.006523165
C#maj,0.037501298,0.9814093,0.0017698399,0.010938845,0.0078051807,0.9594311,0.010855363,0.0015140196,0.98096013,0.0035125776,0.011888788,0.026839962
A#min,0.03455159,0.31106037,0.2853223,0.39983645,0.0018414406,0.86966354,0.07554081,0.03842218,0.20727377,0.010982339,0.9651623,0.0021525258
C#maj,0.044394147,0.98255646,0.0013744783,0.010061891,0.0061570588,0.9661923,0.006328239,0.001317512,0.98467624,0.0028224303,0.009832862,0.023012288
A#min,0.009141624,0.4105107,0.5378574,0.037644412,0.0023798624,0.9695411,0.0122263385,0.006161817,0.14141037,0.013290079,0.9771131,0.0012272715
C#maj,0.18277425,0.89926136,0.011257849,0.047757216,0.03313915,0.85978055,0.018659484,0.06562659,0.9140656,0.011534182,0.025394466,0.052640926
D#min,0.010148295,0.52955115,0.0030788428,0.9768815,0.001545558,0.008036728,0.8182128,0.09610341,0.10423518,0.00279743,0.9512278,0.01117667
D#maj,0.0405091,0.21311913,0.009757086,0.9864024,0.0009887419,0.009247718,0.07902916,0.8798627,0.06905152,0.0021455616,0.9519485,0.0017701496
Cmin,0.95770293,0.035457354,0.0061109196,0.910486,0.056261044,0.023044003,0.010900104,0.94804454,0.03417741,0.008224422,0.19010788,0.004727726
G#maj,0.8066963,0.20068203,0.001374282,0.9350341,0.0016154543,0.06435125,0.16259314,0.00964459,0.97760475,0.0014871216,0.031532235,0.01187402
C#maj,0.057962585,0.961469,0.0029970875,0.043734293,0.013975313,0.90888107,0.016238594,0.010259451,0.9611617,0.005237801,0.02489197,0.03491481
D#maj,0.033397038,0.3526959,0.019164344,0.9796395,0.001886815,0.010964651,0.10536171,0.8879383,0.032684166,0.0030411175,0.9618561,0.0025380282
Cmin,0.9815826,0.0020134079,0.0053562634,0.93642735,0.024217647,0.031539623,0.0064545036,0.8018031,0.35272548,0.0064490233,0.06976722,0.0029967884
C#maj,0.028926324,0.9732311,0.0032247277,0.027091512,0.014417493,0.9133115,0.023923581,0.006426171,0.9455923,0.0043299454,0.072702825,0.030803015
Fmin,0.9293562,0.057240017,0.013106363,0.25398877,0.00533071,0.9763482,0.0011989367,0.007924531,0.70109755,0.31885833,0.048912965,0.0035936635
A#min,0.068369456,0.034269735,0.59447706,0.3538373,0.003145781,0.8730043,0.0115879215,0.06650673,0.14662229,0.031278726,0.93451273,0.004463901
Fmin,0.9734696,0.0038843893,0.009475974,0.13287598,0.007884951,0.98748016,0.00029667787,0.0051356675,0.62196344,0.38820067,0.01216676,0.0018001592
