accord,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
Bmin,0.00042240202,0.028901735,0.03172305,0.8830368,0.043615796,0.0011288748,0.9649992,0.0010762722,0.08807108,0.21705426,0.007766912,0.98586446
Amaj,0.013188544,0.8740291,0.03502058,0.0022710739,0.9423207,0.002881099,0.02682677,0.05718293,0.007989442,0.9762823,0.0011158541,0.024235964
Dmaj,0.031867787,0.009564106,0.9832899,0.0017566654,0.017246027,0.009012691,0.9369616,0.00717131,0.03445739,0.95394105,0.0014294335,0.02138871
F#min,0.0021578134,0.96239656,0.01971482,0.06878573,0.079704,0.03174082,0.98275954,0.0008462511,0.13846064,0.11750264,0.7720622,0.10288281
Bmin,0.00038417435,0.019445583,0.029640231,0.89267266,0.03936139,0.00083229336,0.96776086,0.00097131135,0.07870463,0.20890805,0.005488859,0.9883909
Amaj,0.010225194,0.8888123,0.029559366,0.001989727,0.94829375,0.002419548,0.022975918,0.05230202,0.007118138,0.97829086,0.0010007566,0.021401322
Dmaj,0.03237615,0.009386028,0.9831872,0.0015049136,0.017476449,0.007897583,0.9430539,0.0068158978,0.026607193,0.9641606,0.0010633409,0.016724441
F#min,0.002361317,0.9587473,0.01942281,0.081553705,0.082001045,0.035735115,0.98032564,0.0007943417,0.16889182,0.12768362,0.7364866,0.12239992
Fmaj,0.9769276,0.00070045824,0.02283498,0.011123282,0.043891,0.9724419,0.00028847912,0.03768536,0.0022341283,0.93916345,0.00471223,0.0039145756
Bmin,0.00041107985,0.027747964,0.031280074,0.88476473,0.04296137,0.0010647636,0.9657669,0.0010891292,0.080541976,0.21947783,0.007735273,0.98574126
Amaj,0.014036669,0.8720213,0.035933636,0.0022914459,0.9411315,0.0030721985,0.027261727,0.056503613,0.008070462,0.9762064,0.0011286822,0.024494981
C#maj,0.051579535,0.9810228,0.0010392957,0.013490469,0.0054166014,0.96808845,0.0063412716,0.0010934899,0.982019,0.0031819085,0.04938754,0.01780523
D#min,0.06813367,0.45292023,0.0036700305,0.98076564,0.0012463907,0.009622718,0.92727727,0.061678644,0.050184507,0.0040445267,0.93016005,0.008969231
F#maj,0.008177701,0.97352403,0.001575454,0.04260805,0.051464055,0.010689099,0.9888734,0.0015726221,0.0111409845,0.0076621682,0.9612772,0.0072119255
C#maj,0.023350535,0.98606133,0.00089663424,0.011034693,0.0031600937,0.9737039,0.0053897114,0.00084971724,0.98360896,0.002029135,0.02758558,0.014382341
Fmin,0.84680754,0.32765958,0.0070268367,0.118853204,0.005710311,0.9817639,0.0013399111,0.004052443,0.84054786,0.28758025,0.018644555,0.0048674494
D#min,0.15898514,0.41065773,0.0040092412,0.9767905,0.0013634688,0.013345568,0.9352324,0.028993035,0.057727277,0.006021062,0.8924734,0.010767409
A#min,0.019893091,0.26210177,0.5934368,0.15177286,0.001234531,0.94233674,0.016218642,0.013662216,0.21147482,0.012669717,0.9702413,0.0011436477
C#maj,0.019018449,0.9872799,0.0009367661,0.007847074,0.006017098,0.9721952,0.004493171,0.0008465575,0.9876285,0.0020125739,0.0079632895,0.04692753
Gmaj,0.037197974,0.0006976342,0.9729552,0.0011025084,0.0150504755,0.13128908,0.0043241386,0.9765546,0.0010343083,0.01833936,0.0032845067,0.9418895
Gmaj,0.006567912,0.0007878107,0.98759055,0.00063953135,0.010426186,0.026827559,0.009233655,0.98926145,0.00063863007,0.0069553778,0.0010916247,0.97859937
Emin,0.012536249,0.0024881582,0.21580836,0.0008383215,0.9858823,0.0008226576,0.00264675,0.9564853,0.11442638,0.008146808,0.00056314724,0.9714828
Fmaj,0.9780116,0.00068700017,0.021648267,0.011221255,0.045018714,0.9721625,0.00027378133,0.0379646,0.002247863,0.93955404,0.004651734,0.0038139764
Gmaj,0.037709627,0.000696951,0.97346073,0.0011142744,0.015019088,0.1347108,0.004350322,0.9761258,0.0010472249,0.01908279,0.0033257839,0.94198054
Amin,0.95592505,0.014691733,0.01591585,0.0010463246,0.9657412,0.017587004,0.0020445029,0.13391626,0.0016155924,0.9716614,0.0009860756,0.0060658385
N.C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amin,0.9556926,0.014788481,0.015430513,0.0010375035,0.96598774,0.016958198,0.001993798,0.13541009,0.0016134073,0.97103834,0.0009766644,0.006011933
N.C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmaj,0.10016284,0.008904414,0.96991634,0.0057133483,0.028288288,0.015513973,0.91734725,0.013136165,0.063425235,0.93594307,0.002038937,0.031641312
F#min,0.0021870679,0.9615861,0.020408839,0.07067022,0.08030521,0.031937063,0.98233914,0.0009173332,0.14121196,0.11770388,0.7679786,0.10445725
Bmin,0.00038616316,0.02119676,0.031532,0.8897633,0.03977556,0.00085112784,0.96798825,0.0009907867,0.07484247,0.21187815,0.005932456,0.98816085
Emin,0.017681213,0.05644267,0.20624678,0.0021462117,0.96151525,0.0011892376,0.01215492,0.9457174,0.013755186,0.039637115,0.0016452122,0.913425
Amaj,0.0035349862,0.923,0.03309496,0.003701932,0.921523,0.002525667,0.15661736,0.04145688,0.03245024,0.9355937,0.0036927462,0.073245406
Dmaj,0.023786305,0.014829886,0.9778002,0.0005918789,0.020287173,0.0044683483,0.95714754,0.010437136,0.0009339309,0.9719392,0.00077896676,0.021690091
F#maj,0.004834633,0.87309986,0.0099901175,0.20368609,0.10661842,0.029528407,0.9476811,0.004293655,0.08181296,0.028181074,0.7969871,0.25559574
Bmaj,0.0040080757,0.02248131,0.014999022,0.92303133,0.02606399,0.003213702,0.9466572,0.0040377765,0.0491624,0.09136607,0.018736765,0.9616962
C#min,0.0020359291,0.906253,0.0074143196,0.009430849,0.94516045,0.011411892,0.03275119,0.0037699987,0.9323698,0.04690796,0.004386493,0.6774723
G#min,0.036058422,0.030955281,0.005526035,0.9018398,0.06440132,0.0069032344,0.52882636,0.0051463065,0.92520314,0.00732479,0.0071520647,0.9195057
Bmaj,0.0031172917,0.019203404,0.024307638,0.89994067,0.024905797,0.0030539886,0.9501259,0.0043697963,0.024375694,0.14279792,0.016819833,0.9613624
C#min,0.008364575,0.8756935,0.012288447,0.020097343,0.872547,0.0367709,0.052460965,0.010247062,0.88061124,0.07214371,0.01224362,0.49226335
Emaj,0.0053558624,0.040507298,0.053299844,0.0213048,0.96193695,0.002311991,0.022014061,0.014834121,0.90528107,0.02899884,0.0027515988,0.9200516
Gmin,0.03084387,0.0030310755,0.92946786,0.028191444,0.007082825,0.37547284,0.005060303,0.90171105,0.0028999841,0.011508056,0.9344168,0.022938639
Bmaj,0.0023925272,0.027809948,0.013930395,0.92734796,0.021432314,0.0024334693,0.9649945,0.0027943854,0.024283353,0.10273523,0.024213115,0.96209466
F#maj,0.004613802,0.9476708,0.007715618,0.05141636,0.1252341,0.022688475,0.960055,0.0045984513,0.024758864,0.028486429,0.89347595,0.023559172
C#min,0.0020149385,0.9669267,0.0026842474,0.006070517,0.9542135,0.011856005,0.025365328,0.0034332408,0.9351771,0.038272426,0.011207219,0.43749994
Bmaj,0.002463875,0.030034536,0.0063841166,0.94638896,0.027114414,0.0025141353,0.95153934,0.0019361834,0.2203318,0.040499974,0.030741805,0.9715123
Emaj,0.00730777,0.04829201,0.07399546,0.027098501,0.948772,0.003249292,0.027357515,0.019677114,0.8789478,0.03449172,0.003160565,0.89915055
Bmaj,0.0044894232,0.033225674,0.035395388,0.8463317,0.057062525,0.004437456,0.9128133,0.007993319,0.048961397,0.17454267,0.020126855,0.9405661
D#min,0.011108284,0.5282186,0.009542736,0.91713667,0.009219491,0.01454326,0.9085237,0.036245186,0.06411936,0.011107479,0.8977171,0.07072355
Bmaj,0.0023618054,0.018868323,0.015356107,0.93432266,0.018614179,0.0021190718,0.9686322,0.0033865608,0.01781102,0.11183985,0.021039197,0.9667863
Gmin,0.034137044,0.003580173,0.91973794,0.03130867,0.008177083,0.37000608,0.00586035,0.89117205,0.0034201765,0.0135626765,0.92552274,0.02384167
D#maj,0.03475871,0.016890327,0.6656763,0.77768546,0.0026512628,0.1869279,0.006208464,0.8975607,0.023345323,0.010203934,0.9513909,0.010374947
D#maj,0.03483329,0.01670633,0.66736424,0.7767571,0.0026301458,0.1881987,0.0062290234,0.8972472,0.023215149,0.010150713,0.95083755,0.010339163
A#maj,0.029173803,0.0031436032,0.9292483,0.027499737,0.0017886882,0.94420654,0.0014584067,0.071447335,0.059586037,0.020941317,0.9638958,0.0024336572
Gmin,0.028988352,0.0030669463,0.9292411,0.041876115,0.0063521047,0.36029845,0.0031040797,0.92168653,0.003140246,0.00982482,0.95006746,0.019357052
Amaj,0.007753535,0.91943926,0.034554858,0.0034504996,0.94677556,0.0033850071,0.035604812,0.26208025,0.01688988,0.91490066,0.012468858,0.048153218
F#min,0.0063713556,0.86042184,0.15337406,0.011097089,0.37721506,0.0052337493,0.87507576,0.05646238,0.010362342,0.89095175,0.023878992,0.08231227
Emin,0.00980427,0.583013,0.100797735,0.003064261,0.95165557,0.0016719786,0.029173462,0.8236946,0.028919324,0.2535688,0.0037489808,0.68442327
F#min,0.0016694581,0.91646224,0.05034795,0.012157894,0.30398396,0.0032157595,0.9468514,0.0051234853,0.009511373,0.9076203,0.02212389,0.09209392
Amaj,0.0030830423,0.9472503,0.021584067,0.0016753605,0.9624986,0.0017588768,0.030990103,0.0862254,0.020652754,0.9482183,0.002284776,0.040860947
Emin,0.016582498,0.054121893,0.20522846,0.0018186808,0.9655862,0.0010173381,0.010781634,0.9508776,0.012421655,0.035992198,0.0015109004,0.9174036
Amaj,0.00353896,0.9229876,0.033030245,0.0037341423,0.92514247,0.0025196963,0.14210555,0.040585216,0.03262403,0.9362007,0.0035842191,0.07316991
Dmaj,0.03118897,0.014644296,0.976464,0.0005855145,0.02120671,0.0048463293,0.9566048,0.010343788,0.00094404636,0.9729549,0.0007622601,0.02003172
A#maj,0.029753158,0.003180042,0.927865,0.02779665,0.0018200852,0.9446918,0.0014697913,0.069418706,0.058688123,0.02139829,0.9633383,0.002432793
Amaj,0.0030376022,0.9476563,0.021414112,0.0015526989,0.9623686,0.0017265627,0.03070941,0.08319422,0.019837106,0.9504797,0.0020378667,0.04002305
F#min,0.0064226696,0.8767106,0.14026254,0.008877111,0.39112636,0.00513871,0.8686027,0.06301058,0.009812092,0.9011205,0.022541823,0.06493071
Emin,0.009869425,0.58243465,0.1013426,0.0030276577,0.95128137,0.0016879063,0.029127656,0.82597655,0.028451396,0.2506338,0.0037361917,0.6852314
F#min,0.001658692,0.92194086,0.046314392,0.011489778,0.30862913,0.003249551,0.9452592,0.005047991,0.009740459,0.90881455,0.022797713,0.08701283
Amaj,0.0030130476,0.9471826,0.02195398,0.001640454,0.9635747,0.0016308414,0.030841427,0.086668596,0.02007716,0.9491912,0.0021565235,0.041819453
Emin,0.015803702,0.04894436,0.19561064,0.0017891534,0.9676798,0.00091981364,0.009824471,0.95229334,0.012814498,0.032721706,0.0014182127,0.92179763
Amaj,0.0034190516,0.9271091,0.030734744,0.0034683303,0.9315645,0.0023818468,0.120723926,0.03880618,0.030720098,0.9411499,0.0031416428,0.06734608
Dmaj,0.024703922,0.014212387,0.97865194,0.00056708424,0.01953959,0.004352589,0.958899,0.010066847,0.00088379486,0.973166,0.0007455295,0.020598194
F#maj,0.004396695,0.8774374,0.009851686,0.1881799,0.1063459,0.027689755,0.9505335,0.00391106,0.0790933,0.028660307,0.79188883,0.2583398
Bmaj,0.0029682596,0.019394765,0.014196122,0.9280161,0.02261945,0.002635023,0.95449305,0.0035745485,0.036269825,0.08540363,0.018142033,0.96661836
Gmin,0.029301906,0.0029400145,0.93207824,0.038463604,0.0060857837,0.37239957,0.00300068,0.9225446,0.0030552528,0.009788417,0.9501152,0.019409241
C#min,0.0021833072,0.91093856,0.0070871487,0.009443105,0.9434019,0.012496898,0.032026343,0.0037770462,0.9332122,0.045834716,0.004542701,0.6615542
G#min,0.035944253,0.031217897,0.0056034294,0.90091807,0.065117896,0.006875542,0.528423,0.00511873,0.9248869,0.007382755,0.0070798644,0.9189153
Bmaj,0.0030091815,0.019025687,0.02564523,0.89843553,0.025522398,0.0029986924,0.94987833,0.0044861315,0.0232191,0.15713513,0.015940059,0.96166104
C#min,0.008887419,0.8734041,0.012920997,0.020385657,0.8669729,0.038667884,0.053348247,0.011025063,0.8761901,0.07501711,0.012486355,0.48686215
Emaj,0.005783127,0.044232182,0.055729486,0.023526369,0.95767844,0.0025911033,0.024525093,0.01559554,0.89932144,0.030772833,0.0030909872,0.91522735
Bmaj,0.0021429074,0.02929437,0.012933388,0.9291747,0.021050885,0.002267024,0.96692896,0.0024942462,0.023892026,0.10160918,0.025179675,0.96344054
F#maj,0.004049594,0.95358264,0.007104524,0.040414546,0.13228483,0.02019593,0.9644018,0.0038618986,0.021199277,0.027344033,0.8985232,0.021531343
C#min,0.002051582,0.964716,0.0027619032,0.006203681,0.952405,0.012182358,0.025507592,0.0034756355,0.9357025,0.037628535,0.010778035,0.45130897
Bmaj,0.0025320228,0.029929362,0.006283909,0.94673264,0.02671893,0.00256401,0.95173997,0.0018995729,0.21392845,0.03972693,0.031821907,0.9716202
Emaj,0.0072358497,0.049345754,0.07330101,0.026383745,0.9497379,0.0032217565,0.026970716,0.01956281,0.879531,0.034792703,0.0031201802,0.89924365
Amaj,0.007401428,0.92313445,0.032103855,0.003036847,0.948644,0.0030818577,0.032595385,0.22226433,0.014303287,0.9309982,0.00961219,0.03834147
Bmaj,0.0042718505,0.031342708,0.034234986,0.8499364,0.054368287,0.004286664,0.9153122,0.0075185904,0.04797848,0.16654141,0.019233614,0.9437563
D#min,0.00981091,0.5346202,0.009154349,0.92020136,0.009512715,0.013393698,0.9113798,0.03781614,0.059430964,0.010955183,0.9020217,0.07359325
Bmaj,0.0026445726,0.020103384,0.01564226,0.9332706,0.019646129,0.002298719,0.96641713,0.0036964843,0.019517187,0.11622395,0.021612229,0.9647099
F#maj,0.0055063036,0.87750715,0.008693378,0.2172023,0.096646376,0.03215257,0.9480402,0.004327901,0.08345837,0.025131816,0.816388,0.22371103
Bmaj,0.003055604,0.019531433,0.014116483,0.92800903,0.022572974,0.0026880985,0.9540034,0.0035521972,0.03718138,0.08589971,0.018191496,0.96621937
C#min,0.002087001,0.9109109,0.007005565,0.0090404805,0.9477671,0.011450131,0.02971035,0.0035997953,0.93532354,0.04727433,0.004150965,0.65363854
G#min,0.030680379,0.02858329,0.005340892,0.9031903,0.06959078,0.0059674294,0.5335837,0.0050276346,0.92314047,0.0076947995,0.0065514627,0.9286515
Bmaj,0.002891302,0.018744543,0.020398641,0.90977716,0.023894463,0.002802547,0.95081407,0.0041768537,0.024546508,0.13821009,0.016645992,0.9632817
C#min,0.009761096,0.8780454,0.012283017,0.022234397,0.8481913,0.04310475,0.054897368,0.011189737,0.8724967,0.0727799,0.014387243,0.44080305
Emaj,0.005925951,0.042140957,0.05706915,0.023538018,0.95760334,0.002595756,0.024229024,0.016136948,0.89835554,0.030714372,0.0030640757,0.91564035
F#min,0.00634434,0.8715681,0.14082631,0.009850505,0.3900714,0.0052217743,0.87191296,0.055866737,0.010646773,0.89332515,0.024285609,0.07253627
Bmaj,0.0019142308,0.026478354,0.013079243,0.92993987,0.020232229,0.0021057283,0.96764326,0.0025484674,0.02173839,0.097275004,0.02481005,0.96576273
F#maj,0.0039503323,0.9533506,0.0068965373,0.04233445,0.12956263,0.020015612,0.9654018,0.003666266,0.021405056,0.026553681,0.8997492,0.022051351
C#min,0.0018770222,0.96572626,0.0025032808,0.005233528,0.95531493,0.011033173,0.02325364,0.0031693666,0.9391682,0.038295478,0.00668896,0.44439757
Bmaj,0.0025415476,0.026850488,0.006380654,0.94689995,0.027768191,0.0023092988,0.9480438,0.0018926082,0.23872237,0.04096305,0.02779116,0.9727899
Emaj,0.0069052884,0.046016555,0.072964795,0.028425608,0.9476575,0.0031927167,0.02762379,0.018215368,0.88406515,0.03240443,0.002934384,0.9049689
Bmaj,0.0038305665,0.030105477,0.031664744,0.8559722,0.05488142,0.0039601712,0.9154258,0.0072922707,0.04849223,0.15873514,0.018479258,0.9474524
D#min,0.010725134,0.5230262,0.009619881,0.91723305,0.00928704,0.014075518,0.90924424,0.036486495,0.061442256,0.011282042,0.8972867,0.07351051
Bmaj,0.0020254087,0.016377889,0.0149984555,0.93737686,0.017426683,0.0018073627,0.97039855,0.0030394674,0.016561091,0.110555455,0.017397806,0.9709233
Gmin,0.03279762,0.0035330115,0.9232618,0.031574868,0.007851948,0.36399227,0.0059961677,0.8928847,0.0033557792,0.013206747,0.9283391,0.023850085
D#maj,0.03513144,0.016757723,0.6645185,0.77639216,0.0026981786,0.1865751,0.006172306,0.89719635,0.023103578,0.010279091,0.95054966,0.010469199
Emin,0.009282777,0.5736999,0.097777046,0.002513524,0.95736855,0.0013505175,0.026014881,0.84025043,0.025671838,0.23784734,0.0034159364,0.6919683
A#maj,0.030573905,0.0032619103,0.92616814,0.02891335,0.0018377743,0.9443359,0.0014801016,0.06986803,0.06298346,0.021490548,0.96274376,0.0024489753
Gmin,0.020527603,0.001711294,0.9555616,0.02594791,0.003977321,0.3390088,0.0020077485,0.9504837,0.0017348453,0.006207552,0.9650421,0.014674627
D#maj,0.034718387,0.016814996,0.6654779,0.77834857,0.002642791,0.18528171,0.00617855,0.8981561,0.023128698,0.010197279,0.95117587,0.010409131
A#maj,0.029992497,0.0032667215,0.92688763,0.02884838,0.001834835,0.9431388,0.0014871446,0.0723648,0.06276904,0.02132132,0.96306425,0.0024832084
Gmin,0.020351185,0.0017158889,0.9556304,0.02551795,0.003977548,0.3337302,0.0020086868,0.950706,0.0017263192,0.006203439,0.9649848,0.014834332
D#maj,0.0357615,0.01704804,0.659243,0.77882564,0.0027031915,0.18712664,0.006216385,0.8962595,0.023684436,0.010350163,0.950091,0.010440373
A#maj,0.029883865,0.003287902,0.92646873,0.028928814,0.0018008855,0.9440346,0.0014998111,0.069458775,0.06354587,0.021164296,0.962938,0.0024658262
Gmin,0.036744155,0.0036768892,0.9211201,0.0370104,0.008302587,0.40846345,0.0039053513,0.90322393,0.0036840118,0.012960523,0.93682253,0.024512107
F#min,0.0017062289,0.9156799,0.04735512,0.012962691,0.3056595,0.003343187,0.9456168,0.005257636,0.010216543,0.89821845,0.024307715,0.09776367
Amaj,0.0029786532,0.94936436,0.020267662,0.0015492141,0.9651031,0.0016179575,0.02806947,0.084927864,0.020310031,0.95076543,0.0020960094,0.0381323
F#maj,0.009204374,0.9275645,0.005357688,0.1268565,0.096007116,0.038855247,0.93317384,0.0040205587,0.084736675,0.026645519,0.8382232,0.030660467
Bmaj,0.000785838,0.029342953,0.008986473,0.93164086,0.026316069,0.0017461788,0.96031404,0.0014580869,0.055620316,0.07732967,0.011545606,0.9786186
Amaj,0.005690053,0.902986,0.042858187,0.0040352284,0.87910306,0.0040494055,0.14642636,0.047131054,0.0198723,0.9469279,0.0033629297,0.044376627
Bmin,0.021491786,0.017896974,0.89040524,0.0122722555,0.100534335,0.02217646,0.48890406,0.69783425,0.008145199,0.18686014,0.0056676436,0.86176735
Amaj,0.0053783297,0.92835337,0.027380006,0.0015100023,0.9236576,0.003004437,0.08175873,0.09891817,0.015503006,0.96064633,0.0018818333,0.025634207
Dmaj,0.028172337,0.017093195,0.97358143,0.00076749106,0.022127233,0.0033880149,0.9624336,0.009826199,0.0011357325,0.96836597,0.0009077568,0.025339551
Gmaj,0.02043274,0.0045003872,0.92473847,0.0026374117,0.104337394,0.025113264,0.03971144,0.9616563,0.0017332775,0.03376715,0.0027761674,0.93099636
Emin,0.34691355,0.012464542,0.14463882,0.004837242,0.9185772,0.006991065,0.010692745,0.94158596,0.009069625,0.042239327,0.004700479,0.7904409
Dmaj,0.018284578,0.034228608,0.956446,0.0015187778,0.043040927,0.0046490375,0.9316938,0.022327356,0.0023393873,0.93390083,0.0015384573,0.10322654
Bmin,0.005786394,0.007278325,0.945502,0.006183627,0.054285124,0.006215971,0.8064695,0.3526881,0.0054450566,0.17878647,0.0021877983,0.93371433
Emaj,0.0028299456,0.020036446,0.07294499,0.019280879,0.96819526,0.0011808807,0.015541713,0.013970901,0.90996957,0.018631492,0.0014014167,0.93908775
Emaj,0.0004959796,0.0049269376,0.14302942,0.002093156,0.9931115,0.00029687287,0.0034523334,0.0049369563,0.96746814,0.005439346,0.00026138587,0.9851564
F#maj,0.0012774906,0.98368067,0.002134196,0.016187085,0.12001794,0.009000967,0.98187625,0.0012440985,0.013305322,0.011547014,0.9477094,0.010840997
D#min,0.0037280365,0.22233073,0.008151262,0.98854756,0.00076261867,0.002975073,0.32090113,0.778606,0.014009399,0.0022132413,0.97839195,0.0042921146
F#maj,0.00095509045,0.9849246,0.0011773967,0.036380302,0.056058574,0.006067026,0.9914098,0.0009936797,0.007871072,0.007930434,0.96788013,0.0073005743
G#min,0.80589944,0.016504575,0.0013235471,0.9633862,0.0031057973,0.012831616,0.19941038,0.0038303102,0.98587275,0.0009353843,0.0056417026,0.19098541
Emaj,0.0007052044,0.0061060023,0.13032432,0.0036973094,0.9920991,0.00032916458,0.0039686854,0.005697433,0.96485066,0.0059084445,0.00030772743,0.9824609
F#maj,0.00069370185,0.9900613,0.0011851818,0.010771854,0.09086776,0.0049641104,0.99024427,0.0007945164,0.0064357077,0.0097922385,0.9629578,0.006686977
G#min,0.7196201,0.023325814,0.0014541677,0.95733446,0.0054859244,0.012463338,0.2072818,0.003960057,0.98315686,0.0010810406,0.006099403,0.25925848
F#maj,0.0010906456,0.98862886,0.0010204028,0.022174068,0.06594593,0.009621936,0.98900133,0.0005908172,0.014787484,0.008639769,0.9616256,0.007317345
G#min,0.7154191,0.023631444,0.0014948519,0.9568136,0.0055130054,0.012514493,0.21351045,0.0039452,0.98285127,0.0011002376,0.0061965324,0.26355365
C#min,0.006502806,0.9347123,0.0044269017,0.021439679,0.7937324,0.08708187,0.061564088,0.0036049816,0.93058205,0.022776254,0.012409437,0.43400133
Emaj,0.00066722813,0.0058862036,0.1539138,0.0037007327,0.99196714,0.000309277,0.004063426,0.0054967063,0.9641921,0.0058227926,0.00029420224,0.9830769
F#maj,0.00066929543,0.99060607,0.0012043314,0.009743262,0.08159213,0.0050577265,0.99086624,0.0007058252,0.0060299304,0.009376122,0.964511,0.0059587746
G#min,0.63057756,0.027109822,0.0026974713,0.93792933,0.0075502438,0.017791742,0.29664737,0.0050322628,0.9740667,0.0018492586,0.009111533,0.4403022
Emaj,0.00114502,0.009611158,0.10383696,0.0064430116,0.98752487,0.00053083367,0.006061302,0.0054419315,0.9605165,0.0077384156,0.0004709207,0.9745236
Bmaj,0.0008074895,0.0077866646,0.018070642,0.9269494,0.023346506,0.00079435704,0.96948445,0.0020150547,0.019103063,0.06997962,0.0048659183,0.9881088
C#min,0.005899886,0.9807902,0.0012478288,0.004436146,0.6509386,0.44152093,0.010360152,0.0016075324,0.9735473,0.010323405,0.003611639,0.26436108
D#min,0.008823162,0.3470222,0.009033225,0.9734537,0.0016012787,0.009195196,0.57805717,0.5580474,0.04441985,0.0039550713,0.95614994,0.008073299
Bmaj,0.0008859537,0.007933725,0.02774435,0.9221519,0.016517809,0.0010055957,0.97541654,0.002988653,0.009276445,0.07763492,0.007900719,0.98591393
Emaj,0.0028758645,0.020718383,0.07302798,0.020407848,0.9675472,0.0012386076,0.016579192,0.014026897,0.90920407,0.019135432,0.0014509929,0.94279426
C#min,0.006475533,0.9359685,0.0043879873,0.020924866,0.7902452,0.090023346,0.06163752,0.0035666989,0.93058556,0.022849215,0.012362401,0.42896965
G#min,0.45682085,0.51117164,0.004998245,0.66540813,0.01948043,0.18147725,0.37832057,0.007465087,0.92522514,0.008837445,0.06544606,0.07777385
G#min,0.45759386,0.51178306,0.004962536,0.6659609,0.0193481,0.18189055,0.3758432,0.007490173,0.9257163,0.008764941,0.06516568,0.07714175
Bmaj,0.009194694,0.061789647,0.023488494,0.8650009,0.034940835,0.011632445,0.8892589,0.014077721,0.077026665,0.043307453,0.24790281,0.86370593
C#min,0.010594842,0.94534004,0.004085889,0.069150224,0.61446697,0.12819049,0.15881024,0.006175485,0.8620758,0.014802709,0.1754869,0.26731482
F#maj,0.003462372,0.94330585,0.0032320756,0.25895834,0.05925227,0.017766546,0.9753016,0.0019674215,0.035671506,0.015862294,0.90872544,0.046288095
G#min,0.67220104,0.3140792,0.0017988506,0.851163,0.006440864,0.09024776,0.34541366,0.0049245325,0.9625439,0.0034868072,0.037386887,0.040654007
F#maj,0.002211524,0.9683282,0.0020433667,0.07004592,0.09629793,0.015767656,0.96839154,0.0010546604,0.044763643,0.015645051,0.8807317,0.03776288
G#min,0.63351846,0.043481246,0.0059920046,0.87687504,0.018031038,0.041335203,0.28226805,0.013573299,0.93677115,0.005585214,0.021656707,0.25580585
F#maj,0.0092927925,0.92828345,0.005270697,0.12698783,0.0963163,0.03951668,0.93295455,0.0039592665,0.08709906,0.026339643,0.83735985,0.030822609
Bmaj,0.00076355576,0.029617297,0.009079377,0.9313428,0.026677627,0.0016961814,0.96094817,0.0014698836,0.054239232,0.07860543,0.011661493,0.9786889
Emaj,0.00046374308,0.004894314,0.10637691,0.0035650718,0.9932321,0.00023274508,0.0037674792,0.0041211685,0.970404,0.0049338946,0.0002420143,0.9865654
Bmaj,0.009252764,0.061946765,0.023545515,0.86476874,0.03479515,0.011736867,0.8889445,0.0141452085,0.076514274,0.043222085,0.2510393,0.8625197
F#maj,0.0012822582,0.98362666,0.0021421588,0.016220005,0.120460644,0.009001269,0.98177445,0.0012529332,0.013363632,0.011575917,0.9475625,0.010894495
D#min,0.003665695,0.21889967,0.008082868,0.9886754,0.000760896,0.002924114,0.32936922,0.7697521,0.0137776155,0.002218953,0.9785701,0.0044457726
F#maj,0.00095258985,0.9848941,0.0011820684,0.036425445,0.056050673,0.006047412,0.99140775,0.0010065774,0.007822177,0.007926746,0.9679418,0.0073075863
G#min,0.8024697,0.017075686,0.001303318,0.9631719,0.0030842929,0.012958624,0.19841124,0.003825261,0.9857402,0.0009245799,0.0057530203,0.19017124
Emaj,0.0007405635,0.006397197,0.12981412,0.0037503152,0.9918588,0.0003516301,0.004049396,0.0055125128,0.9649991,0.0059465673,0.00031786517,0.98196083
F#maj,0.0007061118,0.9898716,0.0012271558,0.01083852,0.0909664,0.004977606,0.9900692,0.00082480756,0.006445513,0.009928446,0.9624167,0.0067088995
G#min,0.71954983,0.023678146,0.0014863772,0.9570146,0.0055110287,0.012513741,0.20843054,0.00399116,0.98274696,0.0011135223,0.0062358105,0.25718823
F#maj,0.0010383804,0.98922527,0.0009712734,0.020683296,0.063837394,0.009314771,0.9897046,0.0005635188,0.013522475,0.008034749,0.96368706,0.006859101
G#min,0.70838135,0.024807358,0.0015012546,0.9558686,0.0055286735,0.012836808,0.21835278,0.0039223414,0.98263067,0.001098784,0.0063508577,0.26581347
Emaj,0.00069028145,0.0060139406,0.15278786,0.0038757303,0.99178386,0.00031978727,0.004149652,0.0055384785,0.9640298,0.0058540595,0.0003015539,0.98286194
C#min,0.010293656,0.9461633,0.004060898,0.066688485,0.62451047,0.12587099,0.15410352,0.006106245,0.8645378,0.0146798445,0.1726128,0.271739
F#maj,0.0006510068,0.99087936,0.0011459886,0.009640128,0.08192387,0.0050410233,0.9910423,0.00068967516,0.0059467047,0.008969092,0.96541166,0.005825026
G#min,0.63379514,0.02729948,0.0027099475,0.93814665,0.0075918767,0.017717585,0.29939848,0.0050043804,0.97406673,0.0018824985,0.009121195,0.44550237
Emaj,0.0011031029,0.009183367,0.09862668,0.0064853025,0.9880293,0.00049970165,0.005908733,0.0051057106,0.96223223,0.0074714506,0.00045361876,0.9756948
